Job Title,Employment Type,Expertise Level,Company Location,Salary in USD,Company Size,Year
Deep Learning Engineer,Full-Time,Intermediate,United Kingdom,86193,Medium,2022
Deep Learning Engineer,Full-Time,Intermediate,United Kingdom,49253,Medium,2022
Data Engineer,Full-Time,Expert,United States,200000,Medium,2022
Data Scientist,Full-Time,Expert,United States,198800,Medium,2022
Data Scientist,Full-Time,Expert,United States,122600,Medium,2022
Machine Learning Engineer,Freelance,Junior,"Iran, Islamic Republic of",100000,Medium,2022
BI Data Analyst,Full-Time,Intermediate,France,105066,Medium,2022
Analytics Engineer,Full-Time,Intermediate,United Kingdom,104663,Medium,2022
Analytics Engineer,Full-Time,Intermediate,United Kingdom,73880,Medium,2022
Data Engineer,Full-Time,Expert,United States,125000,Medium,2022
Data Engineer,Full-Time,Expert,United States,110000,Medium,2022
Data Scientist,Full-Time,Expert,United States,148000,Medium,2022
Data Scientist,Full-Time,Expert,United States,107000,Medium,2022
Data Analyst,Full-Time,Intermediate,Canada,100000,Medium,2022
Data Analyst,Full-Time,Intermediate,Canada,65000,Medium,2022
Data Engineer,Full-Time,Expert,Portugal,63040,Medium,2022
Data Engineer,Full-Time,Expert,Portugal,36773,Medium,2022
Data Science Manager,Full-Time,Expert,United States,299500,Medium,2022
Data Science Manager,Full-Time,Expert,United States,245100,Medium,2022
Data Scientist,Full-Time,Expert,United States,168000,Medium,2022
Data Engineer,Full-Time,Intermediate,United States,161000,Medium,2022
Data Engineer,Full-Time,Intermediate,United States,118000,Medium,2022
Applied Scientist,Full-Time,Expert,United States,205000,Medium,2022
Data Science Manager,Full-Time,Expert,United States,247500,Medium,2022
Data Science Manager,Full-Time,Expert,United States,172200,Medium,2022
Data Management Specialist,Full-Time,Expert,Italy,68293,Large,2022
Data Analyst,Full-Time,Expert,United States,177000,Medium,2022
Data Analyst,Full-Time,Expert,United States,131000,Medium,2022
Data Engineer,Full-Time,Expert,United States,102000,Medium,2022
Data Engineer,Full-Time,Intermediate,United States,65000,Medium,2022
Data Engineer,Full-Time,Expert,United Kingdom,61566,Medium,2022
Data Engineer,Full-Time,Expert,United Kingdom,43096,Medium,2022
Data Engineer,Full-Time,Intermediate,United States,135000,Medium,2022
Data Scientist,Full-Time,Junior,United States,80000,Medium,2022
Data Engineer,Full-Time,Expert,United States,231250,Medium,2022
Data Engineer,Full-Time,Expert,United States,138750,Medium,2022
Analytics Engineer,Full-Time,Expert,United States,193750,Medium,2022
Analytics Engineer,Full-Time,Expert,United States,116250,Medium,2022
Analytics Engineer,Full-Time,Expert,United States,231250,Medium,2022
Analytics Engineer,Full-Time,Expert,United States,138750,Medium,2022
Data Engineer,Full-Time,Expert,United States,193750,Medium,2022
Data Engineer,Full-Time,Expert,United States,116250,Medium,2022
Data Scientist,Full-Time,Expert,United States,208000,Medium,2022
Data Scientist,Full-Time,Expert,United States,127000,Medium,2022
Research Scientist,Full-Time,Expert,United States,300000,Medium,2022
Research Scientist,Full-Time,Expert,United States,196000,Medium,2022
Autonomous Vehicle Technician,Freelance,Intermediate,Bahamas,45555,Medium,2021
Data Scientist,Full-Time,Expert,United States,205000,Medium,2022
Data Scientist,Full-Time,Expert,United States,185000,Medium,2022
Machine Learning Engineer,Full-Time,Expert,United States,247500,Medium,2022
Machine Learning Engineer,Full-Time,Expert,United States,172200,Medium,2022
Data Analyst,Full-Time,Expert,United States,110000,Medium,2022
Data Scientist,Full-Time,Junior,Hungary,17684,Medium,2022
Data Science Tech Lead,Full-Time,Expert,United States,375000,Large,2022
Data Scientist,Full-Time,Expert,United States,225000,Medium,2022
Data Scientist,Full-Time,Expert,United States,156400,Medium,2022
Machine Learning Engineer,Full-Time,Intermediate,United Kingdom,104663,Medium,2022
Machine Learning Engineer,Full-Time,Intermediate,United Kingdom,80036,Medium,2022
Data Scientist,Full-Time,Expert,United States,140700,Medium,2022
Data Scientist,Full-Time,Expert,United States,93800,Medium,2022
Data Scientist,Full-Time,Expert,United States,350000,Medium,2022
Data Scientist,Full-Time,Expert,United States,135000,Medium,2022
Machine Learning Engineer,Full-Time,Intermediate,Switzerland,104697,Large,2022
Machine Learning Developer,Full-Time,Junior,Germany,33000,Small,2022
Machine Learning Scientist,Full-Time,Junior,Germany,34672,Small,2022
Machine Learning Engineer,Full-Time,Expert,United States,119000,Medium,2022
Data Analyst,Full-Time,Expert,United States,154560,Medium,2022
Data Analyst,Full-Time,Expert,United States,123648,Medium,2022
Data Engineer,Full-Time,Intermediate,United States,170000,Medium,2022
Data Engineer,Full-Time,Intermediate,United States,145000,Medium,2022
Data Scientist,Full-Time,Expert,United States,247500,Medium,2022
Data Scientist,Full-Time,Expert,United States,172200,Medium,2022
Data Scientist,Full-Time,Expert,United States,177500,Medium,2022
Data Scientist,Full-Time,Expert,United States,134000,Medium,2022
Data Architect,Full-Time,Expert,United States,192564,Medium,2022
Data Architect,Full-Time,Expert,United States,144854,Medium,2022
Data Engineer,Full-Time,Expert,United States,179305,Medium,2022
Data Engineer,Full-Time,Expert,United States,142127,Medium,2022
Data Engineer,Full-Time,Expert,United States,315000,Medium,2022
Data Engineer,Full-Time,Expert,United States,225000,Medium,2022
Data Scientist,Full-Time,Expert,United States,243900,Medium,2022
Data Scientist,Full-Time,Expert,United States,156600,Medium,2022
Data Analyst,Full-Time,Intermediate,United States,79000,Medium,2022
Data Scientist Lead,Full-Time,Intermediate,Austria,89306,Large,2022
Data Engineer,Full-Time,Expert,United States,182500,Medium,2022
Data Engineer,Full-Time,Expert,United States,128500,Medium,2022
Data Manager,Full-Time,Junior,United States,77300,Medium,2022
Data Manager,Full-Time,Junior,United States,45600,Medium,2022
Data Architect,Full-Time,Expert,United States,210000,Medium,2022
Data Architect,Full-Time,Expert,United States,136000,Medium,2022
Data Engineer,Full-Time,Expert,United States,140000,Medium,2022
Data Engineer,Full-Time,Expert,United States,247500,Medium,2022
Data Engineer,Full-Time,Expert,United States,172200,Medium,2022
Data Engineer,Full-Time,Expert,United States,184100,Medium,2022
Data Scientist,Full-Time,Intermediate,United States,85000,Medium,2022
Data Scientist,Full-Time,Intermediate,United States,78000,Medium,2022
Data Engineer,Full-Time,Expert,United States,161000,Medium,2022
Head of Data,Full-Time,Director,United States,205000,Medium,2022
Head of Data,Full-Time,Director,United States,160000,Medium,2022
Data Engineer,Full-Time,Junior,United Kingdom,61566,Medium,2022
Data Engineer,Full-Time,Junior,United Kingdom,49253,Medium,2022
Data Scientist,Full-Time,Expert,United States,245000,Medium,2022
Data Scientist,Full-Time,Expert,United States,180000,Medium,2022
Data Scientist,Full-Time,Expert,United States,198440,Large,2022
Data Scientist,Full-Time,Expert,United States,144000,Large,2022
Data Engineer,Full-Time,Expert,United States,240000,Medium,2022
Data Scientist,Full-Time,Expert,United States,198440,Medium,2022
Data Scientist,Full-Time,Expert,United States,144000,Medium,2022
Data Scientist,Full-Time,Intermediate,United Kingdom,57872,Medium,2022
Data Analyst,Full-Time,Junior,United States,64000,Large,2022
Data Scientist,Full-Time,Junior,France,39925,Large,2022
Machine Learning Engineer,Full-Time,Expert,Canada,187200,Medium,2022
Machine Learning Engineer,Full-Time,Expert,Canada,116100,Medium,2022
Data Engineer,Full-Time,Expert,United States,275000,Medium,2022
Data Engineer,Full-Time,Expert,United States,166000,Medium,2022
Data Scientist,Full-Time,Expert,United States,159699,Medium,2022
Data Scientist,Full-Time,Expert,United States,138938,Medium,2022
BI Analyst,Full-Time,Junior,United States,76000,Large,2022
Analytics Engineer,Full-Time,Expert,United Kingdom,103432,Medium,2022
Analytics Engineer,Full-Time,Expert,United Kingdom,92350,Medium,2022
Data Analyst,Full-Time,Expert,United States,80000,Medium,2022
Data Analyst,Full-Time,Expert,United States,52500,Medium,2022
Data Engineer,Full-Time,Expert,United States,236000,Medium,2022
Data Engineer,Full-Time,Expert,United States,182000,Medium,2022
Data Analyst,Full-Time,Expert,United States,135000,Medium,2022
Research Engineer,Full-Time,Intermediate,United States,240000,Medium,2022
Data Analyst,Part-Time,Junior,United States,125404,Small,2022
Data Engineer,Full-Time,Expert,United States,195000,Medium,2022
Data Operations Analyst,Full-Time,Expert,United States,123000,Medium,2022
Data Operations Analyst,Full-Time,Expert,United States,92250,Medium,2022
ML Engineer,Full-Time,Intermediate,United States,180000,Medium,2022
ML Engineer,Full-Time,Intermediate,United States,100000,Medium,2022
Data Engineer,Full-Time,Expert,United States,97000,Medium,2022
Data Engineer,Full-Time,Expert,United States,90000,Medium,2022
Machine Learning Engineer,Full-Time,Expert,United States,180000,Medium,2022
Data Engineer,Full-Time,Expert,United States,260000,Medium,2022
Data Engineer,Full-Time,Expert,United States,180000,Medium,2022
Analytics Engineer,Full-Time,Director,United States,210000,Medium,2022
Analytics Engineer,Full-Time,Director,United States,157000,Medium,2022
Data Analyst,Full-Time,Intermediate,United States,80000,Medium,2022
Data Analyst,Full-Time,Intermediate,United States,52500,Medium,2022
Data Architect,Full-Time,Expert,United States,128000,Medium,2022
Data Architect,Full-Time,Expert,United States,81500,Medium,2022
Data Operations Engineer,Full-Time,Expert,United States,105000,Medium,2022
Data Operations Engineer,Full-Time,Expert,United States,70000,Medium,2022
Data Scientist,Full-Time,Expert,United States,122500,Medium,2022
Data Engineer,Full-Time,Expert,United States,171000,Medium,2022
Data Engineer,Full-Time,Expert,United States,117000,Medium,2022
Data Scientist,Full-Time,Expert,United States,202800,Large,2022
Data Scientist,Full-Time,Expert,United States,104300,Large,2022
Data Analyst,Full-Time,Expert,Spain,36773,Medium,2022
Data Scientist,Full-Time,Intermediate,Mexico,30000,Large,2022
Analytics Engineer,Full-Time,Intermediate,Brazil,78000,Medium,2022
Analytics Engineer,Full-Time,Intermediate,Brazil,48000,Medium,2022
Data Engineer,Full-Time,Intermediate,Brazil,78000,Medium,2022
Data Engineer,Full-Time,Intermediate,Brazil,42000,Medium,2022
Data Architect,Full-Time,Expert,United States,345600,Medium,2022
Data Architect,Full-Time,Expert,United States,230400,Medium,2022
BI Analyst,Full-Time,Intermediate,Brazil,78000,Medium,2022
BI Analyst,Full-Time,Intermediate,Brazil,48000,Medium,2022
Data Analyst,Full-Time,Expert,United States,175950,Medium,2022
Data Analyst,Full-Time,Expert,United States,130050,Medium,2022
Data Engineer,Full-Time,Expert,United States,205600,Large,2022
Data Engineer,Full-Time,Expert,United States,105700,Large,2022
Data Analyst,Full-Time,Expert,United States,236600,Medium,2022
Data Scientist,Full-Time,Intermediate,Brazil,84000,Medium,2022
Data Scientist,Full-Time,Intermediate,Brazil,54000,Medium,2022
Data Scientist,Full-Time,Junior,United States,80000,Large,2022
Marketing Data Analyst,Full-Time,Expert,United Kingdom,200000,Small,2022
Data Scientist,Full-Time,Junior,Canada,73742,Large,2022
Data Science Lead,Full-Time,Expert,United States,165000,Small,2022
Data Scientist,Full-Time,Junior,United Kingdom,33246,Large,2022
Data Engineer,Full-Time,Intermediate,Australia,75050,Large,2021
Machine Learning Engineer,Full-Time,Junior,United States,108000,Small,2022
Data Scientist,Full-Time,Expert,United States,38000,Medium,2022
Data Analyst,Full-Time,Intermediate,United States,85000,Medium,2022
Data Engineer,Full-Time,Intermediate,United Kingdom,110820,Medium,2022
Data Scientist,Full-Time,Expert,United States,153600,Medium,2022
Data Scientist,Full-Time,Expert,United States,106800,Medium,2022
Data Scientist,Full-Time,Expert,United States,50000,Medium,2022
Data Scientist,Full-Time,Expert,United States,123400,Medium,2022
Data Scientist,Full-Time,Expert,United States,88100,Medium,2022
Data Scientist,Full-Time,Expert,United States,120000,Small,2022
Data Scientist,Full-Time,Expert,United States,55000,Small,2022
Analytics Engineer,Full-Time,Expert,United States,150000,Medium,2022
Analytics Engineer,Full-Time,Expert,United States,120000,Medium,2022
Data Science Consultant,Full-Time,Expert,United States,139000,Medium,2022
Data Analyst,Full-Time,Expert,United States,139600,Medium,2022
Data Analyst,Full-Time,Expert,United States,85700,Medium,2022
Data Engineer,Full-Time,Expert,United States,185000,Medium,2022
Data Engineer,Full-Time,Expert,United States,50000,Medium,2022
Data Scientist,Full-Time,Expert,United States,200000,Medium,2022
ML Engineer,Full-Time,Intermediate,United States,148500,Large,2022
ML Engineer,Full-Time,Intermediate,United States,98200,Large,2022
Data Analyst,Full-Time,Expert,United States,115000,Medium,2022
Data Architect,Full-Time,Expert,United States,225000,Medium,2022
Data Architect,Full-Time,Expert,United States,66000,Medium,2022
Data Manager,Full-Time,Intermediate,United States,134000,Medium,2022
Data Manager,Full-Time,Intermediate,United States,98000,Medium,2022
Data Analyst,Full-Time,Intermediate,United States,105000,Medium,2022
Data Analyst,Full-Time,Intermediate,United States,62000,Medium,2022
BI Data Analyst,Full-Time,Junior,United States,57000,Large,2022
Big Data Engineer,Full-Time,Expert,Canada,161311,Medium,2022
Data Scientist,Full-Time,Intermediate,United States,144200,Medium,2022
Data Scientist,Full-Time,Intermediate,United States,115360,Medium,2022
Data Scientist,Full-Time,Intermediate,Australia,83171,Large,2022
Principal Data Architect,Full-Time,Expert,India,38154,Large,2022
Data Engineer,Full-Time,Expert,Portugal,73546,Medium,2022
Data Engineer,Full-Time,Expert,Portugal,42026,Medium,2022
Data Architect,Full-Time,Expert,United States,180000,Medium,2022
Data Architect,Full-Time,Expert,United States,160000,Medium,2022
Data Scientist,Full-Time,Intermediate,United States,108000,Large,2022
Machine Learning Manager,Full-Time,Expert,United States,200000,Medium,2022
Machine Learning Manager,Full-Time,Expert,United States,150000,Medium,2022
Data Manager,Full-Time,Director,Canada,125976,Large,2022
Data Engineer,Full-Time,Expert,United States,188700,Medium,2022
Data Engineer,Full-Time,Expert,United States,160395,Medium,2022
Applied Scientist,Full-Time,Expert,United States,191475,Medium,2022
Applied Scientist,Full-Time,Expert,United States,141525,Medium,2022
Data Scientist,Full-Time,Intermediate,Germany,75648,Small,2022
Lead Data Scientist,Full-Time,Expert,United States,156868,Large,2022
BI Analyst,Full-Time,Expert,Nigeria,200000,Small,2022
Lead Machine Learning Engineer,Full-Time,Expert,Portugal,69344,Large,2022
Data Analyst,Contract,Expert,United States,90000,Medium,2022
Research Scientist,Full-Time,Intermediate,Germany,126080,Small,2022
Research Scientist,Full-Time,Intermediate,Germany,84053,Small,2022
Analytics Engineer,Full-Time,Intermediate,United States,108000,Medium,2022
Analytics Engineer,Full-Time,Intermediate,United States,85000,Medium,2022
Data Engineer,Full-Time,Expert,United States,165000,Medium,2022
Data Engineer,Full-Time,Expert,United States,132000,Medium,2022
Analytics Engineer,Full-Time,Expert,United States,130000,Medium,2022
BI Data Analyst,Full-Time,Intermediate,Australia,45050,Large,2022
Data Analyst,Full-Time,Junior,Australia,42028,Large,2021
Data Analytics Engineer,Full-Time,Intermediate,United States,135000,Large,2022
Data Engineer,Full-Time,Expert,United States,178800,Large,2022
Data Engineer,Full-Time,Expert,United States,132100,Large,2022
Data Analyst,Full-Time,Junior,United States,20000,Medium,2022
Machine Learning Engineer,Full-Time,Expert,Canada,140000,Medium,2022
Machine Learning Engineer,Full-Time,Expert,Canada,110000,Medium,2022
Data Engineer,Full-Time,Expert,United States,85000,Medium,2022
ETL Developer,Full-Time,Expert,United States,250000,Medium,2022
ETL Developer,Full-Time,Expert,United States,63000,Medium,2022
Data Engineer,Full-Time,Director,United States,187200,Medium,2022
Data Engineer,Full-Time,Director,United States,116100,Medium,2022
Data Engineer,Full-Time,Expert,United States,229998,Large,2022
Data Engineer,Full-Time,Expert,United States,154545,Large,2022
Data Scientist,Full-Time,Expert,United States,215000,Large,2022
Data Scientist,Full-Time,Expert,United States,159000,Large,2022
AI Scientist,Full-Time,Junior,United States,50000,Medium,2022
Data Scientist Lead,Full-Time,Expert,United States,183000,Large,2022
Data Analyst,Full-Time,Expert,United States,99750,Medium,2022
Data Analyst,Full-Time,Expert,United States,68400,Medium,2022
Data Scientist,Full-Time,Expert,United States,236900,Large,2022
Data Scientist,Full-Time,Expert,United States,159200,Large,2022
Data Science Manager,Full-Time,Expert,United States,243225,Medium,2022
Data Science Manager,Full-Time,Expert,United States,179775,Medium,2022
Data Scientist,Full-Time,Expert,United States,191475,Medium,2022
Data Scientist,Full-Time,Expert,United States,141525,Medium,2022
Data Scientist,Full-Time,Expert,United States,218000,Medium,2022
Data Scientist,Full-Time,Expert,United States,145300,Medium,2022
ML Engineer,Full-Time,Expert,United States,195400,Large,2022
ML Engineer,Full-Time,Expert,United States,131300,Large,2022
Data Specialist,Full-Time,Junior,United States,105000,Large,2022
Data Scientist,Full-Time,Expert,United States,207000,Medium,2022
Data Scientist,Full-Time,Expert,United States,153000,Medium,2022
Data Analyst,Full-Time,Expert,United States,99000,Medium,2022
Machine Learning Engineer,Full-Time,Expert,Puerto Rico,200000,Medium,2022
Machine Learning Engineer,Full-Time,Expert,Puerto Rico,135000,Medium,2022
Data Engineer,Full-Time,Expert,United States,195700,Medium,2022
Data Engineer,Full-Time,Expert,United States,130500,Medium,2022
ML Engineer,Full-Time,Expert,United States,130000,Medium,2022
ML Engineer,Full-Time,Expert,United States,84000,Medium,2022
Data Operations Engineer,Full-Time,Intermediate,United States,100000,Medium,2022
Data Operations Engineer,Full-Time,Intermediate,United States,60000,Medium,2022
Data Engineer,Full-Time,Intermediate,United Kingdom,80036,Medium,2022
Data Engineer,Full-Time,Intermediate,United Kingdom,67723,Medium,2022
Data Engineer,Full-Time,Expert,United States,141300,Medium,2022
Data Engineer,Full-Time,Expert,United States,102100,Medium,2022
Business Data Analyst,Full-Time,Intermediate,United States,150000,Large,2022
Data Scientist,Full-Time,Intermediate,United Kingdom,102200,Medium,2022
Data Scientist,Full-Time,Junior,India,22892,Medium,2022
Data Analyst,Full-Time,Expert,United States,144000,Medium,2022
Data Analyst,Full-Time,Expert,United States,113000,Medium,2022
AI Scientist,Full-Time,Junior,Spain,31520,Medium,2022
Data Architect,Full-Time,Expert,United States,195400,Large,2022
Data Architect,Full-Time,Expert,United States,131300,Large,2022
Machine Learning Engineer,Full-Time,Expert,United States,195400,Large,2022
Machine Learning Engineer,Full-Time,Expert,United States,131300,Large,2022
Data Engineer,Full-Time,Expert,United States,80000,Medium,2022
NLP Engineer,Contract,Intermediate,United States,60000,Small,2022
Machine Learning Engineer,Full-Time,Expert,Finland,63040,Small,2022
Business Data Analyst,Full-Time,Junior,American Samoa,50000,Large,2022
Analytics Engineer,Full-Time,Expert,United States,190000,Medium,2022
Analytics Engineer,Full-Time,Expert,United States,140000,Medium,2022
Data Scientist,Full-Time,Expert,United States,180000,Large,2022
Data Scientist,Full-Time,Expert,United States,165000,Large,2022
Applied Machine Learning Scientist,Full-Time,Expert,United States,108000,Large,2022
Machine Learning Research Engineer,Full-Time,Junior,France,20000,Medium,2021
Data Scientist,Full-Time,Expert,United States,179400,Medium,2022
Data Scientist,Full-Time,Expert,United States,154000,Medium,2022
Machine Learning Scientist,Full-Time,Expert,United States,193900,Medium,2022
Machine Learning Scientist,Full-Time,Expert,United States,129300,Medium,2022
Data Science Manager,Full-Time,Director,United States,222640,Medium,2022
Data Science Manager,Full-Time,Director,United States,182160,Medium,2022
Data Engineer,Full-Time,Intermediate,United States,100000,Medium,2022
Analytics Engineer,Full-Time,Expert,United States,122500,Medium,2022
Analytics Engineer,Full-Time,Expert,United States,100000,Medium,2022
Data Engineer,Full-Time,Director,United States,297500,Medium,2022
Data Engineer,Full-Time,Director,United States,260000,Medium,2022
Machine Learning Developer,Full-Time,Junior,Thailand,15000,Large,2021
Data Engineer,Full-Time,Expert,United States,193000,Medium,2022
Data Scientist,Full-Time,Junior,United States,93000,Medium,2022
Data Scientist,Full-Time,Junior,United States,73000,Medium,2022
Data Scientist,Full-Time,Expert,United States,136994,Medium,2022
Data Scientist,Full-Time,Expert,United States,101570,Medium,2022
Director of Data Science,Full-Time,Expert,France,57786,Large,2022
Data Analyst,Full-Time,Intermediate,United States,136000,Medium,2022
Data Analyst,Full-Time,Intermediate,United States,112000,Medium,2022
Data Scientist,Full-Time,Expert,United States,172000,Medium,2022
Data Engineer,Full-Time,Expert,United States,164000,Medium,2022
Data Engineer,Full-Time,Junior,United Kingdom,45390,Large,2021
Data Analyst,Full-Time,Intermediate,United States,97500,Large,2022
Applied Scientist,Full-Time,Expert,United States,212800,Medium,2022
Applied Scientist,Full-Time,Expert,United States,142800,Medium,2022
Data Scientist,Full-Time,Intermediate,Netherlands,73546,Large,2022
Data Scientist,Full-Time,Junior,Germany,50000,Medium,2022
Data Scientist,Full-Time,Expert,United States,151800,Medium,2022
Data Scientist,Full-Time,Expert,United States,130240,Medium,2022
Analytics Engineer,Full-Time,Expert,United States,165000,Medium,2022
Analytics Engineer,Full-Time,Expert,United States,140250,Medium,2022
Financial Data Analyst,Full-Time,Intermediate,United States,75000,Medium,2022
Data Engineer,Full-Time,Intermediate,Greece,84053,Medium,2022
Data Engineer,Full-Time,Intermediate,Greece,73546,Medium,2022
Data Engineer,Full-Time,Intermediate,United Kingdom,98506,Medium,2022
Data Engineer,Full-Time,Intermediate,United Kingdom,86193,Medium,2022
Data Engineer,Full-Time,Intermediate,Spain,84053,Medium,2022
Data Engineer,Full-Time,Intermediate,Spain,73546,Medium,2022
Analytics Engineer,Full-Time,Expert,United Kingdom,102663,Medium,2022
Analytics Engineer,Full-Time,Expert,United Kingdom,80041,Medium,2022
Data Engineer,Full-Time,Expert,United Kingdom,104611,Medium,2022
Data Engineer,Full-Time,Expert,United Kingdom,82280,Medium,2022
Data Analyst,Full-Time,Expert,United States,115000,Large,2022
Data Scientist,Full-Time,Junior,Spain,31520,Medium,2022
Data Operations Analyst,Full-Time,Expert,United States,81000,Medium,2022
Data Operations Analyst,Full-Time,Expert,United States,66000,Medium,2022
Data Analyst,Full-Time,Junior,United States,46000,Large,2022
Data Engineer,Full-Time,Junior,United States,80000,Large,2022
Machine Learning Scientist,Full-Time,Director,United States,200000,Small,2022
Machine Learning Scientist,Full-Time,Director,United States,180000,Small,2022
AI Scientist,Full-Time,Director,United States,200000,Small,2022
Data Scientist,Full-Time,Expert,United States,204100,Medium,2022
Data Scientist,Full-Time,Expert,United States,136100,Medium,2022
Analytics Engineer,Full-Time,Expert,United States,250000,Medium,2022
Analytics Engineer,Full-Time,Expert,United States,63000,Medium,2022
Data Scientist,Full-Time,Intermediate,United Kingdom,118208,Medium,2022
Data Scientist,Full-Time,Intermediate,United Kingdom,110820,Medium,2022
Computer Vision Software Engineer,Part-Time,Junior,Denmark,19073,Large,2021
Data Specialist,Full-Time,Expert,United States,95000,Medium,2022
Applied Machine Learning Scientist,Full-Time,Intermediate,United States,75000,Medium,2022
Data Analyst,Full-Time,Intermediate,United States,113000,Large,2022
Data Scientist,Full-Time,Expert,United States,170000,Medium,2022
Data Analytics Consultant,Full-Time,Intermediate,United States,113000,Large,2022
Product Data Analyst,Full-Time,Intermediate,United States,140000,Medium,2022
Data Analyst,Full-Time,Expert,Philippines,50000,Small,2021
BI Data Analyst,Full-Time,Intermediate,Australia,53368,Medium,2022
Lead Data Scientist,Full-Time,Expert,Portugal,29944,Small,2022
Data Scientist,Full-Time,Expert,United States,160000,Large,2022
Data Scientist,Full-Time,Expert,United States,119300,Large,2022
Research Scientist,Full-Time,Intermediate,United States,145000,Large,2022
ETL Developer,Full-Time,Expert,United States,146200,Medium,2022
ETL Developer,Full-Time,Expert,United States,124270,Medium,2022
Data Scientist,Full-Time,Intermediate,United States,225000,Medium,2022
Data Scientist,Full-Time,Intermediate,United States,160000,Medium,2022
Data Scientist,Full-Time,Intermediate,Netherlands,54634,Small,2022
Data Engineer,Full-Time,Expert,Canada,185800,Medium,2022
Data Engineer,Full-Time,Expert,Canada,137400,Medium,2022
Analytics Engineer,Full-Time,Expert,United States,245000,Medium,2022
Analytics Engineer,Full-Time,Expert,United States,180000,Medium,2022
Analytics Engineer,Full-Time,Expert,United States,203500,Medium,2022
Analytics Engineer,Full-Time,Expert,United States,152000,Medium,2022
Machine Learning Infrastructure Engineer,Full-Time,Expert,United States,186000,Medium,2022
Machine Learning Infrastructure Engineer,Full-Time,Expert,United States,148800,Medium,2022
Lead Machine Learning Engineer,Full-Time,Expert,India,95386,Large,2022
Machine Learning Engineer,Full-Time,Intermediate,United Kingdom,128058,Large,2022
Data Scientist,Full-Time,Junior,United States,82000,Large,2022
Data Scientist,Part-Time,Junior,France,110000,Medium,2022
Applied Machine Learning Scientist,Full-Time,Intermediate,United States,173000,Medium,2022
Machine Learning Engineer,Full-Time,Expert,United States,186000,Medium,2022
Machine Learning Engineer,Full-Time,Expert,United States,148800,Medium,2022
Data Science Manager,Full-Time,Intermediate,United States,158000,Medium,2022
Data Science Manager,Full-Time,Intermediate,United States,134000,Medium,2022
Analytics Engineer,Full-Time,Director,United States,200000,Medium,2022
Analytics Engineer,Full-Time,Director,United States,150000,Medium,2022
Data Analyst,Full-Time,Expert,United States,216200,Medium,2022
Data Analyst,Full-Time,Expert,United States,144100,Medium,2022
Data Scientist,Full-Time,Intermediate,Netherlands,115573,Medium,2022
Data Scientist,Full-Time,Intermediate,Netherlands,89306,Medium,2022
Machine Learning Engineer,Full-Time,Expert,United States,85000,Medium,2022
Data Science Manager,Full-Time,Expert,United States,206000,Medium,2022
Data Science Manager,Full-Time,Expert,United States,175100,Medium,2022
Machine Learning Engineer,Full-Time,Expert,United States,189650,Medium,2022
Machine Learning Engineer,Full-Time,Expert,United States,164996,Medium,2022
Data Engineer,Full-Time,Expert,United States,154000,Medium,2022
Data Engineer,Full-Time,Expert,United States,126000,Medium,2022
Machine Learning Engineer,Full-Time,Expert,United States,200000,Large,2022
Machine Learning Engineer,Full-Time,Expert,United States,150000,Large,2022
Data Analyst,Full-Time,Expert,United States,117000,Medium,2022
Data Analyst,Full-Time,Expert,United States,99450,Medium,2022
Data Engineer,Full-Time,Expert,Puerto Rico,200000,Medium,2022
Data Engineer,Full-Time,Expert,Puerto Rico,135000,Medium,2022
Machine Learning Engineer,Full-Time,Expert,United States,193900,Medium,2022
Machine Learning Engineer,Full-Time,Expert,United States,129300,Medium,2022
Machine Learning Engineer,Full-Time,Junior,United Kingdom,55410,Small,2022
Data Analyst,Full-Time,Expert,United Kingdom,86193,Medium,2022
Data Analyst,Full-Time,Expert,United Kingdom,61566,Medium,2022
Data Analyst,Full-Time,Expert,United States,175000,Medium,2022
Data Engineer,Full-Time,Expert,United States,188100,Medium,2022
Data Engineer,Full-Time,Expert,United States,139860,Medium,2022
Machine Learning Engineer,Full-Time,Expert,United States,248700,Medium,2022
Machine Learning Engineer,Full-Time,Expert,United States,167100,Medium,2022
BI Data Analyst,Full-Time,Intermediate,Germany,50432,Small,2022
Data Architect,Full-Time,Expert,United States,141300,Medium,2022
Data Architect,Full-Time,Expert,United States,102100,Medium,2022
Data Analyst,Full-Time,Junior,Argentina,50000,Large,2022
Data Scientist,Full-Time,Junior,Belgium,84053,Large,2022
Lead Data Scientist,Full-Time,Intermediate,United Kingdom,61566,Small,2022
Data Architect,Full-Time,Expert,United States,250000,Medium,2022
Data Architect,Full-Time,Expert,United States,63000,Medium,2022
Data Science Manager,Full-Time,Expert,United States,189500,Large,2022
Data Science Manager,Full-Time,Expert,United States,140100,Large,2022
Data Engineer,Full-Time,Expert,United States,177600,Large,2022
Data Engineer,Full-Time,Expert,United States,131300,Large,2022
Data Engineer,Full-Time,Intermediate,United States,24000,Medium,2022
Machine Learning Engineer,Full-Time,Expert,United States,202900,Large,2022
Machine Learning Engineer,Full-Time,Junior,United States,115000,Large,2022
Machine Learning Engineer,Full-Time,Intermediate,United States,193900,Medium,2022
Machine Learning Engineer,Full-Time,Intermediate,United States,129300,Medium,2022
Data Scientist,Full-Time,Expert,United States,140000,Large,2022
Data Analyst,Full-Time,Intermediate,United States,216200,Medium,2022
Data Analyst,Full-Time,Intermediate,United States,144100,Medium,2022
Machine Learning Scientist,Full-Time,Expert,United States,216000,Medium,2022
